Score,Kommune,Parti,Anden liste,Navn,"1. ""Kommunen skal prioritere, at skolerne får flere midler til indkøb af klimavenlige og bæredygtige råvarer til madkundskab""","2. ""Ved kommunale bevillinger til arrangementer, som involverer udgifter til mad/forplejning, skal de klimavenlige kostråd følges, og der skal altid være et plantebaseret alternativ""","3. ""Fødevareministeriet har fået beregnet de sundhedsøkonomiske gevinster ved, at danskerne følger kostrådene. Der skal laves en tilsvarende beregning af de sundhedsøkonomiske gevinster for min kommune""","4. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (På plejehjem, ældrecentre og ved kommunal madudbringning til ældre)""","5. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (I skoler)""","6. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (I daginstitutioner)""","7. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (På kommunale arbejdspladser)""","8. ""Alle offentlige køkkener i kommunen skal som udgangspunkt servere en 100 % plantebaseret kost, hvor eventuelle animalske fødevarer er et aktivt tilvalg""","9. ""Alle skolers mælkeordninger skal tilbyde en plantebaseret drik""","10. Nogle d1ginstitutioner h1r en politik om, 1t børnene sk1l s1mles om et fælles måltid. I nogle 1f de institutioner tilbydes der dog ikke s1mtidigt det mest klim1venlige måltid – et pl1nteb1seret måltid. Det betyder, 1t f1milier, som h1r v1lgt 1t leve klim1venligt, ikke k1n få deres ønske opfyldt, fordi det er i konflikt med politikken om et fælles måltid. Hv1d sk1l kommunens måltidspolitik være? ","11. ""Kommunen skal opstille en målsætning om 25 % CO2-reduktion i 2025 fra maden i de offentlige køkkener (referenceåret for sammenligningen er 2020)""","12. ""Kommunen skal opstille en målsætning om 50 % CO2-reduktion i 2030 fra maden i de offentlige køkkener (referenceåret for sammenligningen er 2020)""","13. ""Min kommune skal erklære sig som foregangskommune og udarbejde en strategi for plantebaserede fødevarer fra jord til bord""",14. Konkret borgernær case (daginstitution)*,"15 ""Kommunen skal oprette forsøgspuljer til at fremme økologisk plantebaseret iværksætteri""","16. ""Kommunen skal afsætte penge til efteruddannelse af kommunens køkkenpersonale inden for tilberedning af klimavenlig, økologisk og plantebaseret mad"""
22,Tønder,V. Venstre,,Claus Cornelsen,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,1
4,Tønder,V. Venstre,,Jan Fogh,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
30,Tønder,Å. Alternativet,,Ditte Madvig Evald,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
29,Tønder,Å. Alternativet,,Jytte Evald,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
0,Tønder,D. Nye Borgerlige,,Betina L. N. Pedersen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Tårnby,B. Det Radikale Venstre,,Thomas Simone Maare,2,2,2,2,2,2,2,0,2,2,0,0,1,0,1,2
19,Tårnby,B. Det Radikale Venstre,,Bjørn Bjerrehøj,2,2,1,2,2,2,2,0,0,0,0,0,1,2,1,2
24,Tårnby,C. Det Konservative Folkeparti,,Peter Holm ,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1
29,Tårnby,V. Venstre,,Ali Qais,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
8,Tårnby,V. Venstre,,Dennis W. Clausen,2,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0
6,Tårnby,V. Venstre,,Mia Barklund,1,1,2,0,0,0,0,0,2,0,,,,,,
26,Tårnby,Ø. Enhedslisten,,Jan Hendriksen,2,2,1,2,2,2,2,0,2,1,2,2,1,2,1,2
26,Vallensbæk,A. Socialdemokratiet,,Henning Boe,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2
20,Vallensbæk,A. Socialdemokratiet,,Berit Bredelund Nielsen,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2
24,Vallensbæk,B. Det Radikale Venstre,,Betty Chatterjee,2,2,2,2,2,2,2,0,2,0,2,2,1,1,1,1
8,Vallensbæk,C. Det Konservative Folkeparti,,Jan Olaf Høgskilde,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
1,Vallensbæk,D. Nye Borgerlige,,Helle Bjerre,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,Vallensbæk,F. Socialistisk Folkeparti,,Mette Harder-Georgi,2,1,1,2,1,1,2,0,0,0,2,1,1,0,0,2
12,Vallensbæk,F. Socialistisk Folkeparti,,Christian Skou Larsen,1,2,1,1,1,1,1,1,1,1,0,0,1,0,,
4,Vallensbæk,O. Dansk Folkeparti,,Kenneth Kristensen Berth,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
26,Vallensbæk,Ø. Enhedslisten,,Jens Ove Bay,2,2,2,1,,2,2,0,2,1,2,2,2,2,2,2
14,Varde,A. Socialdemokratiet,,Søren Laulund,1,1,2,1,1,1,1,1,1,2,0,0,0,0,1,1
4,Varde,C. Det Konservative Folkeparti,,Erhardt Jull,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4,Varde,C. Det Konservative Folkeparti,,Rasmus Sømod,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
22,Varde,F. Socialistisk Folkeparti,,Tine Toft,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1
8,Varde,F. Socialistisk Folkeparti,,Claus Larsen,1,1,1,1,1,1,1,0,1,0,,,,,,
10,Varde,K. Kristendemokraterne,,Frede Haahr Andersen,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
4,Varde,K. Kristendemokraterne,,Jens Schmidt Holm,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
20,Vejen,A. Socialdemokratiet,,Jørgen Thøgersen,2,0,1,2,1,1,2,0,1,0,2,2,2,0,2,2
5,Vejen,A. Socialdemokratiet,,Elin Winther,1,1,1,0,0,0,0,0,1,0,0,0,1,0,,
15,Vejen,B. Det Radikale Venstre,,Bjarne Lastein,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2
3,Vejen,B. Det Radikale Venstre,,Hans Elbæk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12,Vejen,C. Det Konservative Folkeparti,,Rasmus Sandvej,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
9,Vejen,C. Det Konservative Folkeparti,,Mike Straarup,1,0,1,0,0,0,1,0,1,0,0,0,1,2,1,1
8,Vejen,C. Det Konservative Folkeparti,,Sejr Uller,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,2
7,Vejen,C. Det Konservative Folkeparti,,Peter Simoni,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1
6,Vejen,C. Det Konservative Folkeparti,,Berit Aagaard Thuesen,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0
9,Vejen,F. Socialistisk Folkeparti,,Marianne Thomsen,2,1,1,1,1,1,1,0,1,,,,,,,
8,Vejen,F. Socialistisk Folkeparti,,Allan Thomsen,2,1,1,0,1,1,0,1,0,0,1,0,0,0,,
32,Vejle,A. Socialdemokratiet,,Søren Peschardt ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25,Vejle,A. Socialdemokratiet,,Alex Vejby Nielsen ,2,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2
24,Vejle,A. Socialdemokratiet,,Mustapha Ali El-Ahmad,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1
16,Vejle,A. Socialdemokratiet,,Martin Sikær,1,1,1,2,1,1,2,0,0,0,1,0,2,0,2,2
13,Vejle,A. Socialdemokratiet,,Henning Dam,2,1,0,1,1,1,1,0,2,0,1,0,0,1,0,2
13,Vejle,A. Socialdemokratiet,,Kim Jensen,2,2,0,2,0,0,1,0,0,0,2,0,2,0,0,2
12,Vejle,A. Socialdemokratiet,,Morten Skovlund,2,2,2,0,1,1,1,0,0,1,2,0,0,,,
29,Vejle,B. Det Radikale Venstre,,Torben Elsig,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2
17,Vejle,B. Det Radikale Venstre,,Ole Lynggaard Jørgensen,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
23,Vejle,C. Det Konservative Folkeparti,,Steffen Hansen,2,1,1,2,2,2,2,0,2,0,2,1,1,2,1,2
15,Vejle,C. Det Konservative Folkeparti,,Gitte Eriksen,1,1,2,0,1,1,1,0,1,1,0,0,1,1,2,2
4,Vejle,D. Nye Borgerlige,,Eva With,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
31,Vejle,F. Socialistisk Folkeparti,,Lone Myrhøj,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
27,Vejle,F. Socialistisk Folkeparti,,Peter Wade ,2,2,2,0,2,2,2,0,2,1,2,2,2,2,2,2
13,Vejle,K. Kristendemokraterne,,Michael Lund Markussen,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
6,Vejle,V. Venstre,,Gerda Haastrup Jørgensen,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
2,Vejle,Ø. Enhedslisten,,Ingelise Hansen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Vejle,Ø. Enhedslisten,,Kurt Steffensen,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2
32,Vejle,Å. Alternativet,,Olav Krogshede Bach,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
32,Vejle,Å. Alternativet,,Rune Ranaivo Bjerremand,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29,Vejle,Å. Alternativet,,Bent Kyndesen,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2
15,Vesthimmerland,A. Socialdemokratiet,,Mikael Lisberg Toft,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,2
30,Vesthimmerland,B. Det Radikale Venstre,,Jannie Valentin Dexter Jakobsen,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
14,Vesthimmerland,B. Det Radikale Venstre,,Gitte Lopdrup,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
14,Vesthimmerland,B. Det Radikale Venstre,,Hans Grishauge,1,1,1,1,1,1,1,1,1,2,1,1,1,,,
10,Vesthimmerland,C. Det Konservative Folkeparti,,Niels Krebs,0,0,1,1,1,1,1,0,0,2,1,0,0,2,0,0
30,Vesthimmerland,F. Socialistisk Folkeparti,,David Victor Rathkjen,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2
12,Vesthimmerland,K. Kristendemokraterne,,Anne-Marie Jørgensen,1,1,1,0,1,1,0,0,1,1,1,0,1,0,2,1
26,Vesthimmerland,Ø. Enhedslisten,,Annemette Bach,2,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2
14,Vesthimmerland,A. Socialdemokratiet,,Doris Lauritzen,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
10,Vesthimmerland,C. Det Konservative Folkeparti,,Henrik Dalgaard,0,0,2,1,1,0,1,0,0,0,2,1,0,0,2,0
8,Vesthimmerland,D. Nye Borgerlige,,Lars Rem ,1,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1
17,Viborg,A. Socialdemokratiet,,Winnie Nielsen,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
10,Viborg,A. Socialdemokratiet,,Niels Dueholm,1,1,2,1,1,1,1,0,1,1,,,,,,
28,Viborg,B. Det Radikale Venstre,,Lasse Christiansen ,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1
27,Viborg,B. Det Radikale Venstre,,Michael Flarup,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2
25,Viborg,B. Det Radikale Venstre,,Marianne Tøttrup,2,2,2,2,2,2,2,0,1,0,2,2,1,1,2,2
16,Viborg,C. Det Konservative Folkeparti,,Lise Bertelsen ,1,1,1,1,1,1,1,0,1,0,2,2,1,0,1,2
13,Viborg,C. Det Konservative Folkeparti,,Ulrik Praastrup,2,2,1,1,1,1,1,0,1,1,1,0,0,0,1,0
7,Viborg,C. Det Konservative Folkeparti,,Simon Højer,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4,Viborg,C. Det Konservative Folkeparti,,Kirsten Holmgaard,1,1,0,0,0,0,0,0,1,1,0,0,0,,,
28,Viborg,F. Socialistisk Folkeparti,,Mads Georgi,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2
26,Viborg,F. Socialistisk Folkeparti,,Mikael Løvschall,2,2,2,2,2,2,2,0,2,1,2,0,1,2,2,2
29,Viborg,Ø. Enhedslisten,,Aksel Rosager Johansen,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2
28,Viborg,Å. Alternativet,,Hayley Newman,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2
28,Viborg,Å. Alternativet,,Jens Boll,2,2,2,2,2,2,2,0,2,1,2,2,2,2,1,2
28,Viborg,Å. Alternativet,,Stine Isaksen,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2
27,Viborg,Å. Alternativet,,Didde Krabbe Johannesen,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2
27,Viborg,Å. Alternativet,,Børge Højlund jensen,2,2,2,2,,2,2,2,1,0,2,2,2,2,2,2
14,Viborg,Å. Alternativet,,Ole Utoft,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
5,Viborg,V. Venstre,,Kurt Johansen,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
32,Viborg,Å. Alternativet,,Kirsten Hindbo ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13,Viborg,K. Kristendemokraterne,,Knud Gaarn-Larsen,1,2,1,0,0,1,0,0,0,1,2,2,1,0,1,1
29,Vordingborg,A. Socialdemokratiet,,Mette Høgh Christiansen,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
22,Vordingborg,A. Socialdemokratiet,,Carsten Olsen,1,2,2,1,1,1,1,0,2,1,2,2,1,1,2,2
22,Vordingborg,A. Socialdemokratiet,,Mikael Smed,2,2,2,2,0,0,2,0,1,1,2,2,1,2,1,2
13,Vordingborg,A. Socialdemokratiet,,Anders J. Andersen ,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
28,Vordingborg,B. Det Radikale Venstre,,Vibeke Grønbæk,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2
22,Vordingborg,C. Det Konservative Folkeparti,,Pia Viltoft Wamberg,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2
5,Vordingborg,C. Det Konservative Folkeparti,,Jesper Adler,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
18,Vordingborg,F. Socialistisk Folkeparti,,Else-Marie Langballe Sørensen,2,1,2,0,0,0,0,0,2,2,1,1,1,2,2,2
15,Vordingborg,F. Socialistisk Folkeparti,,Marie Lenstrup,1,2,0,2,2,2,2,0,2,2,,,,,,
7,Vordingborg,F. Socialistisk Folkeparti,,Jesper K. Feldballe Hansen,1,1,1,1,1,1,1,0,0,0,,,,,,
16,Vordingborg,V. Venstre,,Michael Seiding Larsen ,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1
11,Vordingborg,V. Venstre,,Eva Sommer-Madsen,1,1,1,1,1,1,1,0,1,2,0,0,1,0,0,0
20,Vordingborg,Ø. Enhedslisten,,Martin Graff Jørgensen,2,1,2,1,1,1,1,0,1,2,1,1,1,2,1,2
0,Vordingborg,D. Nye Borgerlige,,Heino Hahn,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
0,Vordingborg,V. Venstre,,Jonna Henriksen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Ærø,B. Det Radikale Venstre,,Morten Brixtofte Petersen,2,2,0,2,1,1,0,0,0,1,,,,,,
6,Ærø,V. Venstre,,Bjarne Nissen,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0
28,Aabenraa,A. Socialdemokratiet,,Theis Kylling Hommeltoft,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2
21,Aabenraa,A. Socialdemokratiet,,Dorte Soll,2,1,1,1,2,2,2,0,1,0,2,2,1,2,1,1
20,Aabenraa,A. Socialdemokratiet,,Christian Panbo,2,2,2,1,,1,1,1,1,2,1,1,1,1,1,2
8,Aabenraa,A. Socialdemokratiet,,Karsten Meyer olesen,1,1,0,0,0,0,0,0,1,2,0,0,1,0,1,1
24,Aabenraa,C. Det Konservative Folkeparti,,Toke Ebbesen,2,2,2,1,2,2,2,1,0,2,2,2,2,0,0,2
14,Aabenraa,C. Det Konservative Folkeparti,,Kjeld Hansen,1,1,1,1,,1,,1,1,2,1,1,1,0,1,1
5,Aabenraa,C. Det Konservative Folkeparti,,Severin Stollig Sivesgaard,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
29,Aabenraa,F. Socialistisk Folkeparti,,Michael Christensen,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2,2
15,Aabenraa,O. Dansk Folkeparti,,Ida Smed,2,2,2,2,2,2,2,0,0,1,,,,,,
9,Aabenraa,O. Dansk Folkeparti,,Christian Gramstrup Lauridsen,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
9,Aabenraa,V. Venstre,,Lars Kristensen,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1
7,Aabenraa,V. Venstre,,Hans Petersen,1,1,0,1,1,1,1,0,1,0,,,,,,
5,Aabenraa,V. Venstre,,Bjarne Buthler,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
4,Aabenraa,V. Venstre,,Karsten Riis Lange,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
32,Aabenraa,Å. Alternativet,,Gurli Toft Sieljacks,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29,Aabenraa,Å. Alternativet,,Henrik Boye,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2
5,Aabenraa,C. Det Konservative Folkeparti,,Rasmus Elkjær Larsen,1,0,0,1,1,1,1,0,0,,,,,,,
29,Aalborg,A. Socialdemokratiet,,Michael Mansdotter,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2
28,Aalborg,A. Socialdemokratiet,,Lasse Frimand Jensen,2,2,2,2,2,2,2,0,2,1,2,2,2,2,1,2
22,Aalborg,A. Socialdemokratiet,,Susanne Talbot,1,2,1,2,2,2,2,0,1,1,1,1,1,2,1,2
19,Aalborg,A. Socialdemokratiet,,Lisbeth Lauritsen,2,2,2,2,1,1,2,0,0,1,2,2,0,0,0,2
21,Aalborg,A. Socialdemokratiet,,André Osnes,2,2,2,1,,2,2,0,2,0,2,2,1,0,1,2
19,Aalborg,A. Socialdemokratiet,,Mads Klug,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
8,Aalborg,A. Socialdemokratiet,,Evald Lange Rise,1,1,1,1,1,1,1,0,0,1,,,,,,
9,Aalborg,A. Socialdemokratiet,,Susi Bolander,2,1,1,1,1,1,1,0,1,0,,,,,,
24,Aalborg,B. Det Radikale Venstre,,Heidi Holler,2,1,2,2,2,2,1,0,2,2,1,1,1,2,1,2
22,Aalborg,B. Det Radikale Venstre,,Keld Kollerup Kvist,2,2,0,2,2,2,2,0,1,2,2,1,1,0,1,2
21,Aalborg,B. Det Radikale Venstre,,Daniel Nyboe Andersen,2,2,1,2,2,2,2,0,0,0,2,2,0,0,2,2
20,Aalborg,B. Det Radikale Venstre,,Philip Tarning-Andersen,1,2,2,2,2,2,2,0,1,1,,,1,2,1,1
21,Aalborg,B. Det Radikale Venstre,,Jes Lunde,2,2,1,2,2,2,2,0,0,1,2,0,1,2,0,2
17,Aalborg,B. Det Radikale Venstre,,Theis Michelsen Nielsen,1,0,1,2,2,2,2,0,2,1,0,0,0,2,0,2
25,Aalborg,C. Det Konservative Folkeparti,,Henriette Søvind,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2
20,Aalborg,C. Det Konservative Folkeparti,,Dianna Christina Pedersen,1,1,0,2,2,2,2,0,2,1,1,0,1,2,2,1
28,Aalborg,F. Socialistisk Folkeparti,,Benjamin Risager Jørgensen,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2
25,Aalborg,F. Socialistisk Folkeparti,,Thomas Kjeldsen,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1
19,Aalborg,F. Socialistisk Folkeparti,,Benjamin Mikkel Schou,1,1,2,2,2,2,2,0,1,1,1,1,1,1,0,1
32,Aalborg,G. Veganerpartiet,,Wickie Holm,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18,Aalborg,V. Venstre,,Marianne Berg Eisenhardt,2,2,1,1,1,1,1,0,1,2,1,1,0,0,2,2
30,Aalborg,Ø. Enhedslisten,,Bente Schmidt Nielsen,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2
13,Aalborg,Ø. Enhedslisten,,Jørn Madsen,1,1,1,1,,1,1,0,1,1,1,1,1,0,1,1
31,Aalborg,Ø. Enhedslisten,,Per Clausen,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
0,Aalborg,C. Det Konservative Folkeparti,,Søren Faurholt,0,0,0,0,0,0,0,0,0,0,,,,,,
12,Aalborg,B. Det Radikale Venstre,,Niels Mølgård,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
28,Aalborg,F. Socialistisk Folkeparti,,Marlene Andersen,2,2,1,2,2,2,2,0,2,1,2,2,2,2,2,2
31,Aarhus,A. Socialdemokratiet,,Jasmine Søgaard,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
19,Aarhus,A. Socialdemokratiet,,Lone Hindø,1,1,2,2,2,2,2,0,0,1,0,0,2,0,2,2
15,Aarhus,A. Socialdemokratiet,,Kenneth Koustrup,2,2,2,0,2,0,2,0,2,0,1,0,0,1,0,1
10,Aarhus,A. Socialdemokratiet,,Anette Poulsen,2,1,2,1,1,1,1,0,1,,,,,,,
30,Aarhus,B. Det Radikale Venstre,,Ouafa Rian,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2
12,Aarhus,B. Det Radikale Venstre,,Elin Carlsen,1,1,1,1,1,1,1,0,0,1,0,0,1,2,1,0
10,Aarhus,B. Det Radikale Venstre,,Hanne Roed,0,2,0,2,2,2,2,0,0,0,,,,,,
19,Aarhus,C. Det Konservative Folkeparti,,Christian Baller,2,1,1,2,2,2,2,0,1,1,2,0,0,1,1,1
11,Aarhus,C. Det Konservative Folkeparti,,Susanne Lund,2,2,1,1,1,1,1,0,1,0,0,0,1,,,
9,Aarhus,C. Det Konservative Folkeparti,,Mette Skautrup,0,1,0,1,1,1,1,0,0,2,0,0,1,1,,
16,Aarhus,D. Nye Borgerlige,,Claus Vildrik,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,Aarhus,D. Nye Borgerlige,,Henrik Ræder Clausen,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
31,Aarhus,F. Socialistisk Folkeparti,,Liv Gro Jensen,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
28,Aarhus,F. Socialistisk Folkeparti,,Nanna Lippert Troelsen,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2
23,Aarhus,F. Socialistisk Folkeparti,,Torben Ernst Wandall,2,2,2,0,0,0,0,2,2,1,2,2,2,2,2,2
22,Aarhus,F. Socialistisk Folkeparti,,Anders Gerding Yde,1,1,0,1,2,2,2,0,1,1,2,2,2,2,1,2
23,Aarhus,F. Socialistisk Folkeparti,,Niels Kjeldsen,2,2,2,2,2,2,2,2,2,0,2,2,1,,,
22,Aarhus,F. Socialistisk Folkeparti,,Ivan Lauridsen,2,2,2,2,2,2,2,0,0,0,2,2,0,,2,2
17,Aarhus,F. Socialistisk Folkeparti,,Lisbeth Randlev Johnsen,1,2,1,1,1,1,1,1,1,0,1,1,1,2,1,1
16,Aarhus,F. Socialistisk Folkeparti,,Sander Jensen,2,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1
32,Aarhus,G. Veganerpartiet,,Allan Hagsten Nørlund,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
32,Aarhus,G. Veganerpartiet,,Stefan Bjarni Gudnason,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
22,Aarhus,K. Kristendemokraterne,,Henrik Hjortshøj,1,2,1,2,2,2,1,1,2,1,1,1,2,2,0,1
6,Aarhus,O. Dansk Folkeparti,,Jakob Søgaard Clausen,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
10,Aarhus,V. Venstre,,Johnny Willum,2,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
10,Aarhus,V. Venstre,,Bünyamin Simsek,2,0,0,2,2,2,2,0,0,0,0,0,0,,,
27,Aarhus,Ø. Enhedslisten,,Carsten Andersen,2,2,2,2,2,2,2,1,1,1,2,2,2,0,2,2
27,Aarhus,Ø. Enhedslisten,,Doris-Clarisse Lukunku,2,2,2,2,2,2,2,,2,1,2,2,2,2,,2
27,Aarhus,Ø. Enhedslisten,,Jeppe Ulrich Lomholt,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,1
28,Aarhus,Ø. Enhedslisten,,Katrine Vinther Nielsen,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2
31,Aarhus,Ø. Enhedslisten,,Martin Odgaard,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
32,Aarhus,Ø. Enhedslisten,,Poul Krogsgård,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
26,Aarhus,Ø. Enhedslisten,,Solveig Munk,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2
28,Aarhus,Ø. Enhedslisten,,Thure Hastrup,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2
31,Aarhus,Å. Alternativet,,Lissi Bagge,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
20,Aarhus,A. Socialdemokratiet,,Peter Bonfils,2,2,2,2,2,2,2,0,0,0,0,0,2,2,0,2
32,Aarhus,G. Veganerpartiet,,Sabrina Holt,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8,Aarhus,Ø. Enhedslisten,,Simon Stadsholt,1,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0
28,Aarhus,Å. Alternativet,,Tenna Duch Schaldemose,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2
